%C5%A1%C4%B7%C4%ABvjot%C4%81+kolonna-lv = deprecatedTerm-admn-sts
Dienvidrietumu+%C5%ABde%C5%86u+re%C4%A3ion%C4%81l%C4%81+konsultat%C4%ABv%C4%81+padome-lv = supersededTerm-admn-sts
EAS-lv = supersededTerm-admn-sts
ES+un+Krievijas+kontaktgrupa-lv = supersededTerm-admn-sts
EYC+padome-lv = supersededTerm-admn-sts
Frontex-lv = preferredTerm-admn-sts
I+%C4%A2D-lv = supersededTerm-admn-sts
Kodoliero%C4%8Du+neizplat%C4%AB%C5%A1anas+l%C4%ABgums-lv = preferredTerm-admn-sts
UNICE-lv = supersededTerm-admn-sts
b%C4%93rna+uzraudz%C4%ABba-lv = deprecatedTerm-admn-sts
darba+rezult%C4%81ti-lv = preferredTerm-admn-sts
emisijas+samazin%C4%81%C5%A1anas+m%C4%93r%C4%B7r%C4%81d%C4%ABt%C4%81js-lv = preferredTerm-admn-sts
energoapg%C4%81des+sist%C4%93ma-lv = preferredTerm-admn-sts
faktorings-lv = preferredTerm-admn-sts
fotohronogr%C4%81fs-lv = preferredTerm-admn-sts
galaener%C4%A3ija-lv = preferredTerm-admn-sts
hel%C4%81tu+veido%C5%A1an%C4%81s-lv = preferredTerm-admn-sts
iegremd%C4%93tais+lukturis-lv = preferredTerm-admn-sts
ieguld%C4%ABjumu+apak%C5%A1strukt%C5%ABra-lv = preferredTerm-admn-sts
iesmidzin%C4%81%C5%A1ana-lv = preferredTerm-admn-sts
industri%C4%81lo+p%C4%81rmai%C5%86u+konsultat%C4%ABv%C4%81+komisija-lv = deprecatedTerm-admn-sts
izlietot%C4%81+iepakojuma+recikl%C4%93%C5%A1ana-lv = preferredTerm-admn-sts
izpl%C5%ABdes+g%C4%81zu+emisija-lv = deprecatedTerm-admn-sts
j%C5%ABras+teritori%C4%81l%C4%81+pl%C4%81no%C5%A1ana-lv = deprecatedTerm-admn-sts
k%C4%81jnieku+ierocis-lv = preferredTerm-admn-sts
logaritmiskais+norm%C4%81lais+sadal%C4%ABjums-lv = preferredTerm-admn-sts
nude+l%C4%ABnijas+pele-lv = preferredTerm-admn-sts
pamatota+izraid%C4%AB%C5%A1anas+iesp%C4%93jam%C4%ABba-lv = preferredTerm-admn-sts
papildpensijas+kapit%C4%81la+uzkr%C4%81%C5%A1anas+instit%C5%ABcija-lv = supersededTerm-admn-sts
terci%C4%81ra+izgl%C4%ABt%C4%ABba-lv = preferredTerm-admn-sts
uz%C5%86%C4%93m%C4%93jdarb%C4%ABbas+vieta-lv = deprecatedTerm-admn-sts
uzvedin%C4%81%C5%A1ana-lv = preferredTerm-admn-sts
vienota+v%C4%ABza-lv = preferredTerm-admn-sts
z%C4%ABm%C4%93%C5%A1anas+pap%C4%ABrs-lv = deprecatedTerm-admn-sts
BSP-lv = preferredTerm-admn-sts
Baltijas+j%C5%ABras+re%C4%A3ion%C4%81l%C4%81+konsultat%C4%ABv%C4%81+padome-lv = supersededTerm-admn-sts
ESKI+aizsardz%C4%ABbas+noda%C4%BCa-lv = supersededTerm-admn-sts
Ebolas+v%C4%ABrusslim%C4%ABba-lv = preferredTerm-admn-sts
Eiropas+Monet%C4%81rais+fonds-lv = preferredTerm-admn-sts
Eiropas+stabilit%C4%81tes+meh%C4%81nisms-lv = deprecatedTerm-admn-sts
INFSO+%C4%A2D-lv = supersededTerm-admn-sts
Klimata+p%C4%81rmai%C5%86u%2C+vides%2C+vesel%C4%ABbas+aizsardz%C4%ABbas%2C+pat%C4%93r%C4%93t%C4%81ju+ties%C4%ABbu%2C+p%C4%81rtikas%2C+izgl%C4%ABt%C4%ABbas%2C+jaunatnes%2C+kult%C5%ABras%2C+audiovizu%C4%81lu+jaut%C4%81jumu+un+sporta+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
Kopienas+kolekt%C4%ABv%C4%81+pre%C4%8Du+z%C4%ABme-lv = supersededTerm-admn-sts
Riska+p%C4%81rvald%C4%ABbas+un+darb%C4%ABbas+nep%C4%81rtraukt%C4%ABbas+pl%C4%81no%C5%A1anas+noda%C4%BCa-lv = supersededTerm-admn-sts
Starptautisk%C4%81+konference+par+tehnisko+pras%C4%ABbu+saska%C5%86o%C5%A1anu+cilv%C4%93kiem+paredz%C4%93to+z%C4%81%C4%BCu+re%C4%A3istr%C4%81cijai-lv = supersededTerm-admn-sts
TREN+%C4%A2D-lv = supersededTerm-admn-sts
augstas+siltumsp%C4%93jas+g%C4%81ze-lv = preferredTerm-admn-sts
darb%C4%ABba%2C+kas+rada+draudus+sabiedriskajai+k%C4%81rt%C4%ABbai-lv = preferredTerm-admn-sts
direkt%C4%ABva+par+kapit%C4%81la+pietiekam%C4%ABbu-lv = supersededTerm-admn-sts
efekt%C4%ABva+rakstveida+un+mutv%C4%81rdu+procesa+norise-lv = supersededTerm-admn-sts
ener%C4%A3ijas+ieguve-lv = deprecatedTerm-admn-sts
finan%C5%A1u+noma-lv = preferredTerm-admn-sts
holinomim%C4%93tisks+l%C4%ABdzeklis-lv = preferredTerm-admn-sts
ies%C4%81%C4%BC%C5%ABdens-lv = preferredTerm-admn-sts
klimatnotur%C4%ABgs-lv = preferredTerm-admn-sts
lokizl%C4%81des+gaismas+avots-lv = preferredTerm-admn-sts
medi%C4%81cija-lv = preferredTerm-admn-sts
neleg%C4%81l%C4%81s+imigr%C4%81cijas+atbalst%C4%AB%C5%A1ana-lv = admittedTerm-admn-sts
norm%C4%81lais+sadal%C4%ABjums-lv = preferredTerm-admn-sts
pamatkompetence-lv = preferredTerm-admn-sts
past%C4%81v%C4%ABg%C4%81+izp%C4%93tes+grupa+%22PTO+un+citi+starptautisk%C4%81s+tirdzniec%C4%ABbas+nol%C4%ABgumi%22-lv = supersededTerm-admn-sts
siltuma+atg%C5%AB%C5%A1ana-lv = preferredTerm-admn-sts
skatatvere-lv = admittedTerm-admn-sts
turbopropellerdzin%C4%93js-lv = preferredTerm-admn-sts
uzraudz%C4%ABbas+ties%C4%ABbas-lv = deprecatedTerm-admn-sts
visp%C4%81r%C4%93jie+konstrukcijas+raksturot%C4%81ji-lv = preferredTerm-admn-sts
%C4%A2S%2FAP+person%C4%ABgais+p%C4%81rst%C4%81vis+masu+izn%C4%ABcin%C4%81%C5%A1anas+iero%C4%8Du+neizplat%C4%AB%C5%A1anas+jaut%C4%81jumos-lv = supersededTerm-admn-sts
%CE%BC+opio%C4%ABdu+receptoru+agonists-lv = preferredTerm-admn-sts
CPMP-lv = supersededTerm-admn-sts
Dro%C5%A1%C4%ABbas+komiteja+%28Dro%C5%A1%C4%ABbas+akredit%C4%81cijas+padomes%29-lv = supersededTerm-admn-sts
Eiropas+Sist%C4%93misko+risku+padome-lv = supersededTerm-admn-sts
Eiropas+antibakteri%C4%81lo+l%C4%ABdzek%C4%BCu+pat%C4%93ri%C5%86a+uzraudz%C4%ABbas+projekts-lv = supersededTerm-admn-sts
Eiropas+gads+akt%C4%ABvai+noveco%C5%A1anai+un+paaud%C5%BEu+solidarit%C4%81tei-lv = preferredTerm-admn-sts
Hum%C4%81n%C4%81s+pal%C4%ABdz%C4%ABbas+un+civil%C4%81s+aizsardz%C4%ABbas+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
LED+spuldze-lv = preferredTerm-admn-sts
aizmugur%C4%93jais+miglas+lukturis-lv = preferredTerm-admn-sts
autooksid%C4%81cija-lv = preferredTerm-admn-sts
b%C4%ABdes+stipr%C4%ABba-lv = preferredTerm-admn-sts
c%C5%ABku+reprodukt%C4%ABv%C4%81+un+respirator%C4%81+sindroma+v%C4%ABrusa+infekcija-lv = preferredTerm-admn-sts
da%C4%BC%C4%93js+kont%C5%ABru+mar%C4%B7%C4%93jums-lv = preferredTerm-admn-sts
gaisa+daudzuma+sensors-lv = preferredTerm-admn-sts
gaisa+p%C4%81rvad%C4%81t%C4%81js-lv = preferredTerm-admn-sts
ietvarlikums-lv = supersededTerm-admn-sts
import%C4%93t%C4%81jvalsts-lv = preferredTerm-admn-sts
jauna+p%C4%81rn%C4%93s%C4%81jama+slim%C4%ABba-lv = preferredTerm-admn-sts
kivete-lv = preferredTerm-admn-sts
konkubin%C4%81ta+partneris-lv = admittedTerm-admn-sts
kopuz%C5%86%C4%93mums+FCH-lv = preferredTerm-admn-sts
kr%C4%81stelpa-lv = preferredTerm-admn-sts
laul%C4%81to+tiesisk%C4%81s+attiec%C4%ABbas-lv = admittedTerm-admn-sts
narkotikas-lv = deprecatedTerm-admn-sts
nel%C4%ABdzsvarot%C4%ABbas+sl%C4%93g%C5%A1anas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
onkulis-lv = admittedTerm-admn-sts
pagaidu+darba+k%C4%81rt%C4%ABba-lv = preferredTerm-admn-sts
piek%C4%BC%C5%ABstam%C4%ABba-lv = preferredTerm-admn-sts
pien%C4%81kumu+neizpildes+proced%C5%ABra-lv = preferredTerm-admn-sts
piespiedu+atgrie%C5%A1an%C4%81s-lv = preferredTerm-admn-sts
publisko+ties%C4%ABbu+subjekts-lv = preferredTerm-admn-sts
sap%C4%81roti+rite%C5%86i-lv = deprecatedTerm-admn-sts
uzticam%C4%ABbas+rezerve-lv = preferredTerm-admn-sts
vienk%C4%81r%C5%A1s+transform%C4%81cijas+notikums-lv = preferredTerm-admn-sts
%C4%ABstermi%C5%86a+daudzk%C4%81rt%C4%93ja+iece%C4%BCo%C5%A1anas+v%C4%ABza-lv = supersededTerm-admn-sts
%C5%85%C5%ABk%C4%81slas+slim%C4%ABbas+v%C4%ABrusa+infekcija-lv = preferredTerm-admn-sts
Centr%C4%81lamerikas+un+Meksikas+dro%C5%A1%C4%ABbas+strat%C4%93%C4%A3ija-lv = supersededTerm-admn-sts
Eiropas+Policijas+birojs-lv = supersededTerm-admn-sts
Iek%C5%A1lietu+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
Kopienas+iniciat%C4%ABva+attiec%C4%ABb%C4%81+uz+starptautisku+sadarb%C4%ABbu+zemes+izmanto%C5%A1anas+pl%C4%81no%C5%A1an%C4%81-lv = deprecatedTerm-admn-sts
Nol%C4%ABgumu+birojs-lv = supersededTerm-admn-sts
Pils%C4%93tu+un+re%C4%A3ionu+otrreiz%C4%93j%C4%81s+p%C4%81rstr%C4%81des+un+ilgtsp%C4%93j%C4%ABgas+resursu+p%C4%81rvald%C4%ABbas+apvien%C4%ABba-lv = supersededTerm-admn-sts
TA+%2B+P-lv = supersededTerm-admn-sts
Vado%C5%A1%C4%81+tirgus+iniciat%C4%ABva+Eiropai-lv = deprecatedTerm-admn-sts
Vesel%C4%ABbas+aizsardz%C4%ABbas+un+dro%C5%A1uma+jaut%C4%81jumu+noda%C4%BCa-lv = supersededTerm-admn-sts
Vidusj%C5%ABras+lielgalvis-lv = preferredTerm-admn-sts
bankas+identifik%C4%81cijas+kods-lv = supersededTerm-admn-sts
dopam%C4%ABna+antagonists-lv = preferredTerm-admn-sts
fakultat%C4%ABvs+atzinuma+piepras%C4%ABjums-lv = preferredTerm-admn-sts
finan%C5%A1u+jomas+protekcionisms-lv = preferredTerm-admn-sts
finan%C5%A1u+pamatregul%C4%93jums-lv = preferredTerm-admn-sts
finan%C5%A1u+rev%C4%ABzija-lv = preferredTerm-admn-sts
hemaglutin%C4%81cijas+inhib%C4%ABcijas+tests-lv = preferredTerm-admn-sts
ieguld%C4%ABjumu+sa%C5%86%C4%93m%C4%93js-lv = preferredTerm-admn-sts
kolapss-lv = preferredTerm-admn-sts
kop%C4%93js+izvieto%C5%A1anas+pl%C4%81ns-lv = deprecatedTerm-admn-sts
masa+nokomplekt%C4%93t%C4%81+st%C4%81vokl%C4%AB-lv = preferredTerm-admn-sts
nel%C4%ABdzsvarot%C4%ABbas+atv%C4%93r%C5%A1anas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
nepavad%C4%ABts+nepilngad%C4%ABgais-lv = preferredTerm-admn-sts
pagaidu+ekonomisko+partnerattiec%C4%ABbu+nol%C4%ABgums-lv = preferredTerm-admn-sts
prudenci%C4%81l%C4%81+uzraudz%C4%ABba-lv = preferredTerm-admn-sts
regul%C4%93t%C4%81+tirg%C5%AB+tirgots+procentu+likmes+n%C4%81kotnes+l%C4%ABgums-lv = preferredTerm-admn-sts
sa%C5%A1%C5%ABts+polividons-lv = preferredTerm-admn-sts
saska%C5%86o%C5%A1anas+proced%C5%ABra-lv = supersededTerm-admn-sts
sl%C4%93g%C5%A1anas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
t%C4%ABra+ener%C4%A3ija-lv = preferredTerm-admn-sts
telpas+sild%C4%ABt%C4%81js-lv = preferredTerm-admn-sts
ununoktijs-lv = supersededTerm-admn-sts
uztur%C4%93%C5%A1anas+pras%C4%ABba-lv = admittedTerm-admn-sts
%C4%81rpuskopienas+preces-lv = supersededTerm-admn-sts
Zivsaimniec%C4%ABbas+un+j%C5%ABrlietu+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
operat%C4%ABv%C4%81+noma-lv = preferredTerm-admn-sts
ABM-lv = supersededTerm-admn-sts
EKT-lv = supersededTerm-admn-sts
ES+un+Braz%C4%ABlijas+koordin%C4%81cijas+komiteja-lv = supersededTerm-admn-sts
OPOCE-lv = supersededTerm-admn-sts
Person%C4%81la+un+p%C4%81rvaldes+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
aizdevumu+meh%C4%81nisma+nol%C4%ABgums-lv = preferredTerm-admn-sts
bru%C5%86ota+konflikta+skarti+b%C4%93rni-lv = preferredTerm-admn-sts
di%C4%93tiska+p%C4%81rtika+ar+%C4%ABpa%C5%A1u+medic%C4%ABnisku+nol%C5%ABku-lv = supersededTerm-admn-sts
elektrisk%C4%81+re%C4%A3enerat%C4%ABv%C4%81+bremz%C4%93%C5%A1ana-lv = preferredTerm-admn-sts
faktu+v%C4%81k%C5%A1anas+misija-lv = preferredTerm-admn-sts
kop%C4%ABgu+intere%C5%A1u+jaut%C4%81jums-lv = preferredTerm-admn-sts
labpr%C4%81t%C4%ABga+izbrauk%C5%A1ana-lv = preferredTerm-admn-sts
milit%C4%81rais+ekip%C4%93jums-lv = preferredTerm-admn-sts
norm%C4%81lslodze-lv = preferredTerm-admn-sts
p%C4%81rn%C4%93s%C4%81jama+slim%C4%ABba-lv = preferredTerm-admn-sts
pagaidu+asoci%C4%81cija+starp+Eiropas+Kopienu+un+Palest%C4%ABnas+atbr%C4%ABvo%C5%A1anas+organiz%C4%81ciju+%28PAO%29+Jord%C4%81nas+Rietumkrasta+un+Gazas+sektora+Palest%C4%ABnie%C5%A1u+pa%C5%A1p%C4%81rvaldes+vajadz%C4%ABb%C4%81m-lv = supersededTerm-admn-sts
pinuma+skruberis-lv = deprecatedTerm-admn-sts
regul%C4%93t%C4%81+tirg%C5%AB+netirgots+procentu+likmes+n%C4%81kotnes+l%C4%ABgums-lv = preferredTerm-admn-sts
smai%C4%BCu+iz%C5%A1%C4%B7irtsp%C4%93ja-lv = preferredTerm-admn-sts
verific%C4%93t%C4%81s+emisijas-lv = preferredTerm-admn-sts
%22Papla%C5%A1in%C4%81%C5%A1an%C4%81s+diena%22-lv = admittedTerm-admn-sts
%C4%81rvalsts+p%C4%93tnieks-lv = admittedTerm-admn-sts
%C4%81rvalstu+val%C5%ABta-lv = preferredTerm-admn-sts
%C4%ABpa%C5%A1a+aiztur%C4%93%C5%A1anas+iest%C4%81de-lv = admittedTerm-admn-sts
ANO+Vides+programmas+Padome-lv = supersededTerm-admn-sts
Dro%C5%A1%C4%ABbas+komiteja+%28inform%C4%81cijas+aizsardz%C4%ABba+%E2%80%93+eksperti%29-lv = supersededTerm-admn-sts
ELVGF+komiteja-lv = supersededTerm-admn-sts
Eiropas+Medic%C4%ABnisko+ier%C4%AB%C4%8Du+datubanka-lv = preferredTerm-admn-sts
Finan%C5%A1u+pakalpojumu+jaut%C4%81jumu+darba+grupa+%28Maks%C4%81tsp%C4%93ja+II%29-lv = supersededTerm-admn-sts
Protokols+par+Apvienot%C4%81s+Karalistes+un+%C4%AArijas+nost%C4%81ju-lv = supersededTerm-admn-sts
atjaunojamo+energoresursu+ener%C4%A3ija-lv = preferredTerm-admn-sts
atstr%C4%81d%C4%81ta+e%C4%BC%C4%BCa-lv = preferredTerm-admn-sts
cieto+dali%C5%86u+emisijas-lv = deprecatedTerm-admn-sts
dinamometriskais+stends-lv = preferredTerm-admn-sts
eiroietvarlikums-lv = supersededTerm-admn-sts
govju+m%C4%93ra+v%C4%ABrusa+infekcija-lv = preferredTerm-admn-sts
grup%C4%93jums+%22Ansar+Jerusalem%22-lv = supersededTerm-admn-sts
izmaksu+efektivit%C4%81te-lv = preferredTerm-admn-sts
juridisk%C4%81+skaidr%C4%ABba-lv = preferredTerm-admn-sts
kinem%C4%81tisk%C4%81+viskozit%C4%81te-lv = preferredTerm-admn-sts
kontroles+nepiln%C4%ABba-lv = deprecatedTerm-admn-sts
liesas+s%C4%93rga-lv = admittedTerm-admn-sts
pat%C4%93ri%C5%86%C5%A1+Kopien%C4%81-lv = supersededTerm-admn-sts
t%C5%ABl%C4%ABt%C4%93ji+piln%C4%ABb%C4%81+izpild%C4%81ms+vai+atce%C4%BCams+%28fill+or+kill%29+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
uztur%C4%93%C5%A1an%C4%81s+pagarin%C4%81%C5%A1ana-lv = preferredTerm-admn-sts
valstspieder%C4%ABgais-lv = preferredTerm-admn-sts
vienota+r%C4%ABc%C4%ABba-lv = preferredTerm-admn-sts
zi%C5%86ojums+%28br%C4%ABdin%C4%81jums%29+par+iece%C4%BCo%C5%A1anas+atteik%C5%A1anu-lv = admittedTerm-admn-sts
%C5%A1%C4%B7%C4%93rs%C5%A1%C5%ABt%C4%81+n%C4%81trija+CMC-lv = deprecatedTerm-admn-sts
Ansar+Jerusalem-lv = supersededTerm-admn-sts
Civildienesta+tiesa-lv = supersededTerm-admn-sts
EIB+P%C4%81rvald%C4%ABbas+komiteja-lv = deprecatedTerm-admn-sts
ES+Strat%C4%93%C4%A3ija+vieglo+un+k%C4%81jnieku+iero%C4%8Du+un+to+mun%C4%ABcijas+nelikum%C4%ABgas+uzkr%C4%81%C5%A1anas+un+tirdzniec%C4%ABbas+apkaro%C5%A1anai-lv = preferredTerm-admn-sts
ES+tipa+apstiprin%C4%81jums-lv = admittedTerm-admn-sts
Eiropas+Rado%C5%A1o+industriju+alianse-lv = preferredTerm-admn-sts
Ener%C4%A3%C4%93tikas+un+transporta+%C4%A2D-lv = supersededTerm-admn-sts
InnovFin+%E2%80%94+ES+finans%C4%93jums+novatoriem-lv = preferredTerm-admn-sts
Konvencija+par+starptautisko+finan%C5%A1u+nomu-lv = preferredTerm-admn-sts
Kopienas+Pre%C4%8Du+z%C4%ABmes+regula-lv = supersededTerm-admn-sts
Patent%C4%93to+z%C4%81%C4%BCu+komiteja-lv = supersededTerm-admn-sts
aiztur%C4%93to+%C4%81rzemnieku+izmitin%C4%81%C5%A1anas+centrs-lv = preferredTerm-admn-sts
apgabals-lv = admittedTerm-admn-sts
apzin%C4%81t%C4%81s+atzi%C5%86as-lv = preferredTerm-admn-sts
atgrie%C5%A1an%C4%81s+pien%C4%81kums-lv = admittedTerm-admn-sts
atsevi%C5%A1%C4%B7a+brauc%C4%93ja+masa-lv = preferredTerm-admn-sts
atv%C4%93r%C5%A1anas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
br%C4%ABdin%C4%81jums%2C+lai+atteiktu+iece%C4%BCo%C5%A1anu-lv = preferredTerm-admn-sts
degsl%C4%81neklis-lv = preferredTerm-admn-sts
dzim%C5%A1ana-lv = deprecatedTerm-admn-sts
ilgsto%C5%A1s+bezdarbnieks-lv = preferredTerm-admn-sts
intere%C5%A1u+grupa+%E2%80%9CMVU%2C+amatnieki+un+br%C4%ABvo+profesiju+p%C4%81rst%C4%81vji%E2%80%9D-lv = supersededTerm-admn-sts
intrakut%C4%81na+injekcija-lv = preferredTerm-admn-sts
kop%C4%93j%C4%81+ce%C4%BCo%C5%A1anas+telpa-lv = preferredTerm-admn-sts
tilti%C5%86detonators-lv = preferredTerm-admn-sts
vad%C4%ABbas+un+kontroles+sist%C4%93ma-lv = deprecatedTerm-admn-sts
varb%C5%ABt%C4%ABgs+gad%C4%ABjums-lv = preferredTerm-admn-sts
vienloga+sist%C4%93ma-lv = preferredTerm-admn-sts
zvejai+ierobe%C5%BEots+apgabals-lv = preferredTerm-admn-sts
zvejas+lieguma+apgabals-lv = deprecatedTerm-admn-sts
ANO+Afganist%C4%81nai+sniegt%C4%81s+hum%C4%81n%C4%81s+pal%C4%ABdz%C4%ABbas+koordin%C4%81cijas+birojs-lv = supersededTerm-admn-sts
Finan%C5%A1u+pakalpojumu+darba+grupa+%28nelikum%C4%ABgi+ieg%C5%ABtu+l%C4%ABdzek%C4%BCu+legaliz%C4%81cija%29-lv = supersededTerm-admn-sts
Padomes+%C4%A3ener%C4%81lsekret%C4%81ra+vietnieks-lv = preferredTerm-admn-sts
R%C5%ABpniec%C4%ABbas+un+ener%C4%A3%C4%93tikas+padome-lv = supersededTerm-admn-sts
RFID+birka-lv = preferredTerm-admn-sts
apgriezt%C4%81s+f%C4%81zes+augstas+iz%C5%A1%C4%B7irtsp%C4%93jas+%C5%A1%C4%B7idrumhromatogr%C4%81fija-lv = preferredTerm-admn-sts
butil%C4%93ts+hidroksianizols-lv = deprecatedTerm-admn-sts
dokumentu+uzr%C4%81d%C4%AB%C5%A1anas+pien%C4%81kums-lv = preferredTerm-admn-sts
izvair%C4%AB%C5%A1an%C4%81s+no+nodok%C4%BCu+maks%C4%81%C5%A1anas-lv = deprecatedTerm-admn-sts
izvirz%C4%ABtais+lukturis-lv = preferredTerm-admn-sts
katalizatora+nep%C4%81rtraukt%C4%81+re%C4%A3ener%C4%81cija-lv = admittedTerm-admn-sts
martencietin%C4%81ts+t%C4%93rauds-lv = preferredTerm-admn-sts
median%C4%81l%C4%81+let%C4%81l%C4%81+deva-lv = preferredTerm-admn-sts
noguld%C4%ABjums-lv = preferredTerm-admn-sts
past%C4%81v%C4%ABg%C4%81+izp%C4%93tes+grupa+%E2%80%9CPersonu+ar+invalidit%C4%81ti+ties%C4%ABbas%E2%80%9D-lv = preferredTerm-admn-sts
virzienr%C4%81d%C4%ABt%C4%81js-lv = deprecatedTerm-admn-sts
visp%C4%81r%C4%93ji+harmoniz%C4%93t%C4%81+vieglo+transportl%C4%ABdzek%C4%BCu+testa+proced%C5%ABra-lv = preferredTerm-admn-sts
visp%C4%81rpieejams-lv = preferredTerm-admn-sts
Akts+par+vienoto+tirgu-lv = deprecatedTerm-admn-sts
Atkl%C4%81t%C4%81s+j%C5%ABras+%2F+t%C4%81lsatiksmes+flotes+re%C4%A3ion%C4%81l%C4%81+konsultat%C4%ABv%C4%81+padome-lv = supersededTerm-admn-sts
CPSS-lv = supersededTerm-admn-sts
Eiropas+Kopienu+Ofici%C4%81lo+publik%C4%81ciju+birojs-lv = supersededTerm-admn-sts
Grenlandes+paltuss-lv = preferredTerm-admn-sts
Konkr%C4%93tu+terorisma+apkaro%C5%A1anas+pas%C4%81kumu+%C4%ABsteno%C5%A1anas+darba+grupa-lv = supersededTerm-admn-sts
Kopenh%C4%81genas+nol%C4%ABgums-lv = supersededTerm-admn-sts
Kopienas+iniciat%C4%ABva+lauku+att%C4%ABst%C4%ABbai-lv = supersededTerm-admn-sts
Politisk%C4%81+komiteja-lv = supersededTerm-admn-sts
Svazilenda-lv = supersededTerm-admn-sts
apliecin%C4%81jums+par+ties%C4%ABb%C4%81m+uz+nodarbin%C4%81t%C4%ABbu-lv = preferredTerm-admn-sts
biometrisk%C4%81+autentific%C4%93%C5%A1ana-lv = deprecatedTerm-admn-sts
gaisa+daudzuma+dev%C4%93js-lv = admittedTerm-admn-sts
gaisa+spiediena+sensors-lv = preferredTerm-admn-sts
iek%C5%A1%C4%93jais+pakalpojumu+tirgus-lv = preferredTerm-admn-sts
kreis%C4%93%C5%A1anas+%C4%81trums-lv = preferredTerm-admn-sts
motora+tilpums-lv = admittedTerm-admn-sts
narkotiskie+analg%C4%93tiskie+l%C4%ABdzek%C4%BCi-lv = preferredTerm-admn-sts
nomin%C4%81l%C4%81+siltumjauda-lv = preferredTerm-admn-sts
pie+robe%C5%BEas+izsniegta+v%C4%ABza-lv = preferredTerm-admn-sts
piln%C4%ABgs+uztura+aizst%C4%81j%C4%93js+svara+kontrolei-lv = preferredTerm-admn-sts
s%C4%81nu+gabar%C4%ABtlukturis-lv = preferredTerm-admn-sts
smags+kait%C4%93jums-lv = preferredTerm-admn-sts
ties%C4%ABbu+aktos+noteikt%C4%81+rev%C4%ABzija-lv = preferredTerm-admn-sts
tirgus+pret+limitu-lv = deprecatedTerm-admn-sts
zivju+apstr%C4%81de-lv = preferredTerm-admn-sts
2.+direktor%C4%81ts+-+Zivsaimniec%C4%ABba%2C+p%C4%81rtikas+aprite+un+veterin%C4%81rie+jaut%C4%81jumi-lv = supersededTerm-admn-sts
Daudzveid%C4%ABba+Eirop%C4%81-lv = admittedTerm-admn-sts
EUCIS-LLL-lv = supersededTerm-admn-sts
Eiropas+Kopienu+Statistikas+birojs-lv = supersededTerm-admn-sts
Konkur%C4%93tsp%C4%93jas+padome+%28iek%C5%A1%C4%93jais+tirgus%2C+r%C5%ABpniec%C4%ABba+un+p%C4%93tniec%C4%ABba%29-lv = supersededTerm-admn-sts
Rietumflandrijas+province-lv = preferredTerm-admn-sts
Starptautisk%C4%81+jaunu+augu+%C5%A1%C4%B7ir%C5%86u+aizsardz%C4%ABbas+konvencija-lv = preferredTerm-admn-sts
Turkm%C4%93nija-lv = supersededTerm-admn-sts
atdestil%C4%93%C5%A1ana-lv = deprecatedTerm-admn-sts
bieza+suspensija-lv = preferredTerm-admn-sts
biolo%C4%A3isk%C4%81s+koncentr%C4%93%C5%A1an%C4%81s+faktors-lv = preferredTerm-admn-sts
centr%C4%81l%C4%81+vertik%C4%81l%C4%81+garenplakne-lv = preferredTerm-admn-sts
e.i.r.p.-lv = preferredTerm-admn-sts
gaisa+spiediena+adapters-lv = admittedTerm-admn-sts
ko%C4%A3ener%C4%81cijas+telpas+sild%C4%ABt%C4%81js-lv = preferredTerm-admn-sts
nelikum%C4%ABga+narkotisk%C4%81+viela-lv = preferredTerm-admn-sts
past%C4%81v%C4%ABg%C4%81+izp%C4%93tes+grupa+%22Ekonomikas+politikas+koordin%C4%81cija%22-lv = supersededTerm-admn-sts
pierobe%C5%BEas+darbinieks-lv = admittedTerm-admn-sts
sezonas+darbinieks+%C4%81rzemnieks-lv = admittedTerm-admn-sts
slim%C4%ABbas+neskarts-lv = deprecatedTerm-admn-sts
ties%C4%ABbu+aktos+paredz%C4%93tais+finan%C5%A1u+p%C4%81rskats-lv = preferredTerm-admn-sts
uztura+piemaksa-lv = admittedTerm-admn-sts
%C4%81rvalstu+p%C4%81rvad%C4%81t%C4%81js-lv = preferredTerm-admn-sts
%C4%81rzemnieku+v%C4%93l%C4%93%C5%A1anu+ties%C4%ABbas-lv = admittedTerm-admn-sts
B+cukurs-lv = supersededTerm-admn-sts
EK+tipa+apstiprin%C4%81%C5%A1ana-lv = supersededTerm-admn-sts
ES+strat%C4%93%C4%A3ija+attiec%C4%ABb%C4%81+uz+terorisma+apkaro%C5%A1anu+un+%C4%81rvalstu+kaujiniekiem-lv = supersededTerm-admn-sts
Izgl%C4%ABt%C4%ABbas+un+jaunatnes+lietu+padome-lv = supersededTerm-admn-sts
Mjanma%2FBirma-lv = preferredTerm-admn-sts
apvienot%C4%81+padomdev%C4%93ja+komiteja-lv = supersededTerm-admn-sts
