%C3%A5bne+og+bekr%C3%A6ftede+remburser+med+kort+l%C3%B8betid-da = preferredTerm-admn-sts
proportional+beskyttelse-da = preferredTerm-admn-sts
risikobegr%C3%A6nsende+virkning-da = deprecatedTerm-admn-sts
sikkerhed+i+fysiske+genstande-da = preferredTerm-admn-sts
specifik+migrationsgr%C3%A6nse-da = preferredTerm-admn-sts
transaktion+med+lang+afviklingstid-da = deprecatedTerm-admn-sts
ufinansieret+%22single-name%22-kreditderivat-da = deprecatedTerm-admn-sts
CET-da = preferredTerm-admn-sts
Crestudvalget-da = supersededTerm-admn-sts
Dette+dokument+skal+klassificeres+som+%22LIMITE%22.-da = supersededTerm-admn-sts
Direktorat+1+-+Markedsordning%2C+veterin%C3%A6re+og+zootekniske+sp%C3%B8rgsm%C3%A5l%2C+herunder+internationale+aspekter-da = supersededTerm-admn-sts
Direktorat+1B+-+Sociale+anliggender%2C+energi%2C+forskning%2C+telekommunikation-da = supersededTerm-admn-sts
Direktorat+4+-+Besk%C3%A6ftigelse%2C+socialpolitik%2C+sundhed+og+f%C3%B8devarer-da = supersededTerm-admn-sts
EF-fiskerfl%C3%A5deregister-da = supersededTerm-admn-sts
Erhvervs-+og+Selskabsstyrelsen-da = supersededTerm-admn-sts
FN%27s+Kontor+for+Koordination+af+Humanit%C3%A6r+Hj%C3%A6lp+til+Afghanistan-da = supersededTerm-admn-sts
FN%27s+mission+i+Den+Demokratiske+Republik+Congo-da = supersededTerm-admn-sts
Generaldirektoratet+for+Besk%C3%A6ftigelse%2C+Sociale+Anliggender%2C+Arbejdsmarkedsforhold+og+Ligestilling-da = supersededTerm-admn-sts
L%C3%B8nmodtagergruppen-da = deprecatedTerm-admn-sts
Republikken+Belarus-da = supersededTerm-admn-sts
afkastfordeling-da = preferredTerm-admn-sts
balancef%C3%B8rt+securitisationsposition-da = deprecatedTerm-admn-sts
bilateral+masternettingaftale-da = deprecatedTerm-admn-sts
delta-%C3%A6kvivalente+faktiske+nominelle+v%C3%A6rdi-da = preferredTerm-admn-sts
den+h%C3%B8jtst%C3%A5ende+repr%C3%A6sentants+personlige+repr%C3%A6sentant+for+ikkespredning+af+masse%C3%B8del%C3%A6ggelsesv%C3%A5ben-da = supersededTerm-admn-sts
det+internationale+sundhedsregulativ+%281969%29-da = supersededTerm-admn-sts
eka-radon-da = supersededTerm-admn-sts
erstatningsudgifter-da = preferredTerm-admn-sts
f%C3%A6lles+marked-da = preferredTerm-admn-sts
internt+udviklede+m%C3%A5l+for+operationel+risiko-da = preferredTerm-admn-sts
k%C3%B8bsrabatter%2C+der+kan+tilbagebetales-da = deprecatedTerm-admn-sts
koncessionskontrakt-da = preferredTerm-admn-sts
medlemsstat%2C+der+varetager+formandskabet+for+R%C3%A5det-da = preferredTerm-admn-sts
offentlighedens+adgang+til+de+oplysninger%2C+som+institutionerne+r%C3%A5der+over-da = deprecatedTerm-admn-sts
oplysningsskema-da = supersededTerm-admn-sts
positioner+til+forbedring+af+kreditv%C3%A6rdigheden-da = deprecatedTerm-admn-sts
pro+ratakonsolidering-da = deprecatedTerm-admn-sts
protokol+om+import+til+Det+Europ%C3%A6iske+%C3%98konomiske+F%C3%A6llesskab+af+olieprodukter+raffineret+p%C3%A5+De+Nederlandske+Antiller-da = preferredTerm-admn-sts
risikov%C3%A6gtsklasse-da = preferredTerm-admn-sts
samlet+%C3%A5rsrapport+om+ESFP+og+ESFP-relateret+uddannelse-da = supersededTerm-admn-sts
sammentrykkelighedsbegr%C3%A6nsning-da = preferredTerm-admn-sts
securitisationsstruktur-da = deprecatedTerm-admn-sts
selskabets+egne+estimater-da = deprecatedTerm-admn-sts
straks+eller+annuller-ordre-da = preferredTerm-admn-sts
udvidet+strukturtilpasningsfacilitet-da = supersededTerm-admn-sts
%C3%A6g+fra+fritg%C3%A5ende+h%C3%B8ns-da = supersededTerm-admn-sts
Artikel+133-Udvalget+%28medlemmer%29-da = supersededTerm-admn-sts
Det+Europ%C3%A6iske+F%C3%A6llesskabs+Kontor+for+Humanit%C3%A6r+Bistand-da = supersededTerm-admn-sts
Direktorat+2+-+Landbrugsstrukturer%2C+landdistriktsudvikling%2C+agromonet%C3%A6re+og+agrifinansielle+sp%C3%B8rgsm%C3%A5l%2C+plantesundhed%2C+%C3%B8kologiske+produkter%2C+f%C3%B8devarekvalitet%2C+gmo%2C+Codex+Alimentarius%2C+plantebeskyttelse-da = supersededTerm-admn-sts
Generaldirektorat+B+-+Landbrug+og+Fiskeri-da = supersededTerm-admn-sts
Generaldirektoratet+for+Energi+og+Transport-da = supersededTerm-admn-sts
Gruppen+vedr%C3%B8rende+Finansielle+Tjenesteydelser+%28e-pengeinstitutter%29-da = supersededTerm-admn-sts
IRB-securitiseringsrammer-da = preferredTerm-admn-sts
R%C3%A5dets+direktiv+96%2F98%2FEF+om+udstyr+p%C3%A5+skibe-da = supersededTerm-admn-sts
Sikkerhedsudvalget+%28sikkerhedsgodkendelsespaneler+%28SAP%29%29-da = supersededTerm-admn-sts
bilateral+oprindelseskumulation-da = supersededTerm-admn-sts
den+europ%C3%A6iske+overv%C3%A5gning+af+antibiotikaforbruget-da = deprecatedTerm-admn-sts
drivende+indretning%2C+der+tiltr%C3%A6kker+fisk-da = deprecatedTerm-admn-sts
elektrisk+malle-da = supersededTerm-admn-sts
engagementer%2C+der+garanteres+af+centralregeringen-da = deprecatedTerm-admn-sts
first-loss-beskyttelsen-da = preferredTerm-admn-sts
g%C3%A6ldinstrumenter%2C+der+kan+konverteres+til+aktier+i+et+hovedindeks-da = preferredTerm-admn-sts
g%C3%A6ldsrating-da = preferredTerm-admn-sts
ilt-da = supersededTerm-admn-sts
infektion+med+equin+arteritis-virus-da = preferredTerm-admn-sts
infektion+med+white+spot+syndrome-virus-da = preferredTerm-admn-sts
infektion+med+yellow+head+disease-virus-da = preferredTerm-admn-sts
institutionelle+instrumenter-da = deprecatedTerm-admn-sts
intern+forretningsgang-da = deprecatedTerm-admn-sts
lavv%C3%A6rgem%C3%A5l-da = supersededTerm-admn-sts
modpart%2C+der+ikke+har+misligholdt-da = preferredTerm-admn-sts
opg%C3%B8relse+af+risikov%C3%A6gtede+poster+for+kreditrisiko-da = preferredTerm-admn-sts
protokol+knyttet+som+bilag+til+traktaten+om+Den+Europ%C3%A6iske+Union+og+til+traktaterne+om+oprettelse+af+De+Europ%C3%A6iske+F%C3%A6llesskaber-da = supersededTerm-admn-sts
rapport+om+unionsborgerskab-da = supersededTerm-admn-sts
reducerede+vertikale+adskillelsesminima-da = preferredTerm-admn-sts
revolverende+detaileksponering-da = preferredTerm-admn-sts
risikospredning-da = deprecatedTerm-admn-sts
samlede+%C3%A5rsoms%C3%A6tning-da = deprecatedTerm-admn-sts
securitisationsprogram-da = deprecatedTerm-admn-sts
securitiseret+engagement-da = deprecatedTerm-admn-sts
Unionens+civilbeskyttelsesordning-da = supersededTerm-admn-sts
balancemarked-da = preferredTerm-admn-sts
bl%C3%A5+hestemakrel-da = deprecatedTerm-admn-sts
brexitchefforhandler-da = admittedTerm-admn-sts
direktivet+om+fjernsyn+uden+gr%C3%A6nser-da = supersededTerm-admn-sts
dybdepl%C3%B8jning-da = deprecatedTerm-admn-sts
engagementer+med+virksomheder-da = deprecatedTerm-admn-sts
handelshensigt-da = preferredTerm-admn-sts
kvalitetsflugt-da = deprecatedTerm-admn-sts
leaset+formuegode-da = deprecatedTerm-admn-sts
leverand%C3%B8rk%C3%A6de-da = deprecatedTerm-admn-sts
nominelle+st%C3%B8rrelse+af+den+andel+af+puljen+af+trukne+bel%C3%B8b+omfattet+af+en+securitisering-da = preferredTerm-admn-sts
normal+ladeprocedure+natten+over-da = deprecatedTerm-admn-sts
pengestr%C3%B8msplan-da = deprecatedTerm-admn-sts
protokol+ad+artikel+141+i+traktaten+om+oprettelse+af+Det+Europ%C3%A6iske+F%C3%A6llesskab-da = supersededTerm-admn-sts
samlet+net-da = preferredTerm-admn-sts
tavlecomputer+uden+tastatur-da = deprecatedTerm-admn-sts
tilbagebetaling+af+forpligtelser-da = deprecatedTerm-admn-sts
virksomhedens+egne+estimater-da = preferredTerm-admn-sts
den+permanente+studiegruppe+%22International+handel%22-da = supersededTerm-admn-sts
glucinium-da = supersededTerm-admn-sts
handlingsprogram+vedr%C3%B8rende+handicappede+arbejdstagere+i+det+frie+erhvervsliv-da = supersededTerm-admn-sts
oml%C3%A6gning+af+en+n%C3%B8dlidende+g%C3%A6ldsforpligtigelse-da = preferredTerm-admn-sts
provokation-da = admittedTerm-admn-sts
%C3%A6gteskabets+fuldbyrdelse-da = supersededTerm-admn-sts
Det+Europ%C3%A6iske+Agentur+for+L%C3%A6gemiddelvurdering-da = supersededTerm-admn-sts
F%C3%A6llesskabets+uafh%C3%A6ngige+transaktionsjournal-da = supersededTerm-admn-sts
FAFC-da = supersededTerm-admn-sts
Fast+Track-initiativ-da = supersededTerm-admn-sts
Gr%C3%B8nlands+Hjemmestyre-da = supersededTerm-admn-sts
Komit%C3%A9en+for+Offentlige+Indk%C3%B8b-da = supersededTerm-admn-sts
OHIM-da = supersededTerm-admn-sts
b%C3%B8rskurs-da = preferredTerm-admn-sts
delvis+sikkerhedsstillelse-da = deprecatedTerm-admn-sts
efterstillede+engagementer+vedr%C3%B8rende+erhvervede+fordringer+p%C3%A5+selskaber-da = deprecatedTerm-admn-sts
eksponeringer%2C+der+er+securitiseret+i+en+syntetisk+securitisering-da = preferredTerm-admn-sts
facilitetsgruppe-da = deprecatedTerm-admn-sts
forankret+anordning+til+tiltr%C3%A6kning+af+fisk-da = preferredTerm-admn-sts
ikke-rated+kortfristet+engagement-da = deprecatedTerm-admn-sts
industrirobot-da = preferredTerm-admn-sts
infektion+med+Microcytos+mackini-da = preferredTerm-admn-sts
interesse+i+sikkerheden-da = preferredTerm-admn-sts
kategorien+%22SMV%2C+h%C3%A5ndv%C3%A6rk+og+liberale+erhverv%22-da = supersededTerm-admn-sts
kundens+udest%C3%A5ende-da = preferredTerm-admn-sts
labilt+reagerende+trykfarve-da = preferredTerm-admn-sts
lavemissions%C3%B8konomi-da = preferredTerm-admn-sts
mexicansk+influenza-da = deprecatedTerm-admn-sts
modgaranti+fra+staten-da = deprecatedTerm-admn-sts
off-label-godkendelse-da = supersededTerm-admn-sts
operationel+risikokapital-da = deprecatedTerm-admn-sts
private+equity-eksponeringer-da = preferredTerm-admn-sts
roegnaver-da = supersededTerm-admn-sts
solcellearray-da = preferredTerm-admn-sts
tavlecomputer-da = admittedTerm-admn-sts
v%C3%A6rdians%C3%A6ttelse+af+ikke-afh%C3%A6ndede+kapitalinteresser-da = deprecatedTerm-admn-sts
valutaforskelle-da = preferredTerm-admn-sts
venturekapitalvirksomhed-da = preferredTerm-admn-sts
%22back+office%22-transaktion-da = deprecatedTerm-admn-sts
%22trading+desk%22-da = deprecatedTerm-admn-sts
%C3%85rhus-da = admittedTerm-admn-sts
%C3%A5bningsbalance-da = deprecatedTerm-admn-sts
CAD-da = supersededTerm-admn-sts
CO2-opsamling+og+-lagring-da = preferredTerm-admn-sts
EF-varem%C3%A6rkeforordningen-da = supersededTerm-admn-sts
ESA-da = supersededTerm-admn-sts
EUSEC+Guinea-Bissau-da = deprecatedTerm-admn-sts
Gruppen+vedr%C3%B8rende+Det+Europ%C3%A6iske+Retlige+Netv%C3%A6rk-da = supersededTerm-admn-sts
Komit%C3%A9en+for+Den+Europ%C3%A6iske+Udviklings-+og+Garantifond+for+Landbruget-da = supersededTerm-admn-sts
Kongeriget+Swaziland-da = supersededTerm-admn-sts
Refleksionsgruppen+vedr%C3%B8rende+fremtidsperspektiverne+for+2020-2030-da = deprecatedTerm-admn-sts
UICs+kontor+for+teknisk-videnskabelige+unders%C3%B8gelser-da = supersededTerm-admn-sts
balancef%C3%B8rt+securitiseringsposition-da = preferredTerm-admn-sts
blikfelt-da = supersededTerm-admn-sts
emissionsstandard-da = deprecatedTerm-admn-sts
facilitet+med+k%C3%B8betilsagn-da = preferredTerm-admn-sts
finansielle+selskaber-da = preferredTerm-admn-sts
gulfinnet+tunfisk-da = supersededTerm-admn-sts
h%C3%A6ndelser+i+fordlingens+hale-da = preferredTerm-admn-sts
halen+p%C3%A5+fordelingen+af+tabsestimaterne-da = preferredTerm-admn-sts
indplacering+af+aktivitet+under+de+forskellige+forretningsomr%C3%A5der-da = preferredTerm-admn-sts
infektion+med+Staphylococcus+aureus-da = preferredTerm-admn-sts
k%C3%B8bsrabatter-da = preferredTerm-admn-sts
kompromittering-da = preferredTerm-admn-sts
kreditsituation-da = deprecatedTerm-admn-sts
kvantitative+m%C3%A5l+for+emissionsbegr%C3%A6nsninger+og+-reduktioner-da = deprecatedTerm-admn-sts
ladning+uden+for+spidsbelastning-da = deprecatedTerm-admn-sts
oml%C3%A6gning+af+det+n%C3%B8dlidende+selskabs+egenkapital-da = preferredTerm-admn-sts
opfyldelse+af+kontraktm%C3%A6ssige+aftaler-da = deprecatedTerm-admn-sts
pensionskasser+under+tilsyn-da = preferredTerm-admn-sts
postioner+med+bud%2Fudbud+sp%C3%A6nd-da = preferredTerm-admn-sts
ratede+g%C3%A6ldsinstrumenter-da = preferredTerm-admn-sts
ratingskala+for+l%C3%A5ntagere-da = deprecatedTerm-admn-sts
risiko+for+l%C3%A5ntager-da = deprecatedTerm-admn-sts
risikov%C3%A6gtede+v%C3%A6rdier+af+eksponeringer+mod+securitiseringspositioner-da = preferredTerm-admn-sts
securitiseringsstruktur-da = preferredTerm-admn-sts
teknisk+misligholdelse-da = deprecatedTerm-admn-sts
tier+2-kapital-da = deprecatedTerm-admn-sts
v%C3%A6rdians%C3%A6ttelsesproces-da = preferredTerm-admn-sts
valutamismatch-da = preferredTerm-admn-sts
%28udeblivende%29+refinansiering+af+margensudl%C3%A5n-da = preferredTerm-admn-sts
Ad+hoc-st%C3%B8ttegruppen+vedr%C3%B8rende+RIA-Relex-da = supersededTerm-admn-sts
Det+Frivillige+Europ%C3%A6iske+Korps+for+Humanit%C3%A6r+Bistand-da = preferredTerm-admn-sts
EUCAP+NESTOR-da = supersededTerm-admn-sts
European+Article+Number-da = supersededTerm-admn-sts
Forvaltningsorganet+for+Konkurrenceevne+og+Innovation-da = supersededTerm-admn-sts
Forvaltningsorganet+for+det+Transeurop%C3%A6iske+Transportnet-da = supersededTerm-admn-sts
GD+for+Retlige+Anliggender%2C+Frihed+og+Sikkerhed-da = supersededTerm-admn-sts
Gruppen+vedr%C3%B8rende+Teknisk+Harmonisering+%28motork%C3%B8ret%C3%B8jer+-+indre+marked%2Finternationalt%29-da = supersededTerm-admn-sts
ISIS-da = supersededTerm-admn-sts
Kontoret+for+Humanit%C3%A6r+Bistand-da = supersededTerm-admn-sts
OECD%27s+retningslinjer+for+koncerninterne+afregningspriser-da = preferredTerm-admn-sts
Protokol%2C+Konferencer%2C+Bygninger+og+Logistik-da = supersededTerm-admn-sts
Sekretariatet+for+Klassificerede+Oplysninger-da = supersededTerm-admn-sts
TEN-Telekom-da = supersededTerm-admn-sts
afslutte+transaktionen+f%C3%B8r+den+kontraktbestemte+forfaldsdato-da = deprecatedTerm-admn-sts
aluminiumchlorhydrat-da = supersededTerm-admn-sts
amurgedde-da = preferredTerm-admn-sts
arbejdstager+med+handicap-da = preferredTerm-admn-sts
behandler-da = deprecatedTerm-admn-sts
bunder+i+regelarbitrage-da = deprecatedTerm-admn-sts
dagsorden+for+anst%C3%A6ndigt+arbejde-da = preferredTerm-admn-sts
delvise+garantier-da = preferredTerm-admn-sts
eksponeringer+sikret+ved+pant+i+fast+ejendom+til+beboelse-da = preferredTerm-admn-sts
europ%C3%A6isk+net+af+uafh%C3%A6ngige+ikkespredningst%C3%A6nketanke-da = supersededTerm-admn-sts
f%C3%A6llesskabskodeks+for+visa-da = supersededTerm-admn-sts
forh%C3%A5ndsmeddelelse-da = preferredTerm-admn-sts
fuld+jordbearbejdning-da = deprecatedTerm-admn-sts
g%C3%A6ldsforpligtelser%2C+der+kan+leveres-da = preferredTerm-admn-sts
historiske+data+for+tab-da = deprecatedTerm-admn-sts
ikke-f%C3%A6llesskabsvarer-da = supersededTerm-admn-sts
intern+kreditrisikokontrolenhed-da = preferredTerm-admn-sts
kapitalbehandling+af+handelsbeholdningen-da = deprecatedTerm-admn-sts
konsensus+risikoscore-da = preferredTerm-admn-sts
l%C3%B8betid+for+garantien-da = preferredTerm-admn-sts
ledsaget+indtjekket+bagage-da = supersededTerm-admn-sts
levnedsmiddeludnyttelse-da = deprecatedTerm-admn-sts
lumbeemboli-da = supersededTerm-admn-sts
mangel+p%C3%A5+motorisk+kontrol+og+opm%C3%A6rksomhed-da = admittedTerm-admn-sts
markeders+likviditetsproblemer-da = deprecatedTerm-admn-sts
midlertidig+anvendelse-da = preferredTerm-admn-sts
optionspris-da = preferredTerm-admn-sts
parafilariose-da = preferredTerm-admn-sts
rammeaftale-da = preferredTerm-admn-sts
regelm%C3%A6ssigt+modtage+heltidsundervisning+i+en+anerkendt+uddannelsesinstitution-da = supersededTerm-admn-sts
risiko+ved+administrationsselskabet-da = preferredTerm-admn-sts
temagruppe-da = preferredTerm-admn-sts
terminshandelsrelaterede+repo-transaktioner-da = deprecatedTerm-admn-sts
tr%C3%A6ldom-da = preferredTerm-admn-sts
v%C3%A6sentligt+korreleret-da = preferredTerm-admn-sts
vekselkurs-da = deprecatedTerm-admn-sts
%28Effektiviteten+i%29+h%C3%A5ndteringen+af+problematiske+erhvervede+fordringer-da = preferredTerm-admn-sts
%C3%A5rlige+oms%C3%A6tning-da = preferredTerm-admn-sts
Borgernes+Vejviserservice-da = supersededTerm-admn-sts
EF-typeafpr%C3%B8vingsattest-da = supersededTerm-admn-sts
ESFP-da = supersededTerm-admn-sts
EU-r%C3%A5dgivnings-+og+-bistandsteam+p%C3%A5+sikkerhedssektorreformomr%C3%A5det-da = supersededTerm-admn-sts
F%26U-aftale-da = deprecatedTerm-admn-sts
G7%2FP8-da = supersededTerm-admn-sts
Generaldirektoratet+for+Regionalpolitik-da = supersededTerm-admn-sts
Gruppen+af+Europ%C3%A6iske+Tilsynsmyndigheder+inden+for+Telekommunikation-da = supersededTerm-admn-sts
ICPC-da = supersededTerm-admn-sts
It-Agenturet-da = supersededTerm-admn-sts
betalingsdato-da = deprecatedTerm-admn-sts
blokering+af+A-nummer-visning-da = preferredTerm-admn-sts
centraleurop%C3%A6isk+tid-da = preferredTerm-admn-sts
data%2C+der+d%C3%A6kker+en+kortere+tidshorisont-da = deprecatedTerm-admn-sts
data+med+kortere+tidshorisont-da = preferredTerm-admn-sts
det+prim%C3%A6re+net-da = deprecatedTerm-admn-sts
direktesikkerhedsstillelse-da = deprecatedTerm-admn-sts
disponibel+andel+af+arven-da = preferredTerm-admn-sts
eksponeringer+mod+erhvervsvirksomheder-da = preferredTerm-admn-sts
engagementer%2C+der+er+helt+og+fuldt+sikrede+ved+pant-da = deprecatedTerm-admn-sts
engagementer+af+den+type%2C+der+securitiseres-da = deprecatedTerm-admn-sts
feltstamme-da = deprecatedTerm-admn-sts
forenklet+risikov%C3%A6gtningsmetode-da = deprecatedTerm-admn-sts
forpligtigelse+over+for+modparten-da = preferredTerm-admn-sts
forsvarets+rettigheder-da = deprecatedTerm-admn-sts
genk%C3%B8bt+securitiseringsposition-da = preferredTerm-admn-sts
holdingselskab-da = supersededTerm-admn-sts
husdyrg%C3%B8dning-da = preferredTerm-admn-sts
investering+i+private+aktier-da = deprecatedTerm-admn-sts
klassificerede+oplysninger-da = supersededTerm-admn-sts
landing+af+fiskerivarer-da = deprecatedTerm-admn-sts
m%C3%A5linger+af+operationelle+risici%2C+som+genereres+internt-da = deprecatedTerm-admn-sts
poster%2C+der+repr%C3%A6senterer+securitisationspositioner-da = deprecatedTerm-admn-sts
ret+til+et+forsvar-da = preferredTerm-admn-sts
slangeskildpadder-da = deprecatedTerm-admn-sts
tavle-PC-da = admittedTerm-admn-sts
Barcelonaprocessen-da = deprecatedTerm-admn-sts
Det+Regionale+R%C3%A5dgivende+R%C3%A5d+for+det+%C3%85bne+Hav%2FH%C3%B8js%C3%B8fl%C3%A5den-da = supersededTerm-admn-sts
ETI-da = supersededTerm-admn-sts
EU%27s+emissionshandelssystem-da = preferredTerm-admn-sts
EU+2020-da = supersededTerm-admn-sts
Gruppen+vedr%C3%B8rende+Finansielle+Tjenesteydelser+%28komitologi%29-da = supersededTerm-admn-sts
Gruppen+vedr%C3%B8rende+S%C3%A6rlige+Planteprodukter+og+Spindfibre+%28h%C3%B8r+og+hamp%29-da = supersededTerm-admn-sts
R%C3%A5det+%28konkurrenceevne+%28det+indre+marked%2C+industri+og+forskning%29%29-da = supersededTerm-admn-sts
at+g%C3%B8re+krav+g%C3%A6ldende+mod+garantistilleren+om+betaling+af+alle+skyldige+bel%C3%B8b-da = preferredTerm-admn-sts
debet+p%C3%A5+driftsregnskabet-da = deprecatedTerm-admn-sts
drivende+anordning+til+tiltr%C3%A6kning+af+fisk-da = preferredTerm-admn-sts
efterstillet+engagement+uden+anerkendt+sikkerhedsstillelse-da = deprecatedTerm-admn-sts
engagementer%2C+der+er+securitiseret+i+en+syntetisk+securitisation-da = deprecatedTerm-admn-sts
engagementer+vedr%C3%B8rende+balancef%C3%B8rte+poster-da = deprecatedTerm-admn-sts
erhvervsuddannelse-da = preferredTerm-admn-sts
for+hvilke+der+er+stillet+sikkerhed+i+form+af+pant+i+fast+ejendom-da = deprecatedTerm-admn-sts
gensidig+likviditetssaldo-da = deprecatedTerm-admn-sts
intern+ratingbaseret+metode-da = preferredTerm-admn-sts
kontante+indl%C3%A5n-da = preferredTerm-admn-sts
konvertering+til+forretningsomr%C3%A5der-da = deprecatedTerm-admn-sts
ligestillingsudvalget-da = supersededTerm-admn-sts
omregningsfaktor-da = deprecatedTerm-admn-sts
opsige+aftalen+f%C3%B8r+den+i+aftalen+bestemte+udl%C3%B8bsdato-da = preferredTerm-admn-sts
perse-da = supersededTerm-admn-sts
phosphorsyre-da = preferredTerm-admn-sts
pipette-da = preferredTerm-admn-sts
procedure+for+f%C3%A6llesskabsforsendelse-da = supersededTerm-admn-sts
ratingsystemets+facilitet-ratingskala-da = preferredTerm-admn-sts
restl%C3%B8betid-da = preferredTerm-admn-sts
risikov%C3%A6gtet+resultat-da = deprecatedTerm-admn-sts
samme+prioritet-da = deprecatedTerm-admn-sts
securitisering+af+revolverende+eksponeringer-da = preferredTerm-admn-sts
Arbejdsgiverne-da = admittedTerm-admn-sts
Det+Europ%C3%A6iske+Teknologiske+Institut-da = supersededTerm-admn-sts
EUSR+for+Sudan-da = supersededTerm-admn-sts
ORE-da = supersededTerm-admn-sts
Samarbejdskontoret+EuropeAid-da = supersededTerm-admn-sts
Selskabsretsgruppen+%28andet+direktiv%29-da = supersededTerm-admn-sts
arbitrage-da = deprecatedTerm-admn-sts
eksponeringer+mod+kollektive+investeringsordninger-da = preferredTerm-admn-sts
engagementets+v%C3%A6gtede+gennemsnitlige+restl%C3%B8betid-da = deprecatedTerm-admn-sts
frossen+konflikt-da = preferredTerm-admn-sts
histiocytosis+X-da = supersededTerm-admn-sts
infektion+med+paramyxovirus+1+%28PMV-1%29+hos+duer-da = preferredTerm-admn-sts
k%C3%B8replan+for+omstilling+til+en+konkurrencedygtig+lavemissions%C3%B8konomi+i+2050-da = preferredTerm-admn-sts
klassificerede+EU-oplysninger-da = deprecatedTerm-admn-sts
kr%C3%A6vede+faciliteter+til+inddrivelse-da = deprecatedTerm-admn-sts
kreditinstitut%2C+der+ligger+inde+med+eksponeringerne-da = preferredTerm-admn-sts
l%C3%B8bende+engagement+med+skyldneren-da = deprecatedTerm-admn-sts
natriumbicarbonat-da = supersededTerm-admn-sts
ordning+for+omvendt+betalingspligt-da = preferredTerm-admn-sts
ornitose-da = preferredTerm-admn-sts
overtr%C3%A6delse+af+kontraktvilk%C3%A5r-da = preferredTerm-admn-sts
risiko%2C+der+ligger+forud+for+kredittidens+begyndelse-da = preferredTerm-admn-sts
specialiseret+udl%C3%A5nsengagement-da = deprecatedTerm-admn-sts
tilskud+til+dobbelt+husf%C3%B8relse-da = supersededTerm-admn-sts
tungt+erhvervsk%C3%B8ret%C3%B8j-da = deprecatedTerm-admn-sts
uberettiget+rigdom-da = deprecatedTerm-admn-sts
unnilpentium-da = supersededTerm-admn-sts
v%C3%A6rdipapirer%2C+men+som+ikke+er+i+et+hovedindeks-da = preferredTerm-admn-sts
Ansar+Bait+al-Maqdis-da = supersededTerm-admn-sts
GPU-da = preferredTerm-admn-sts
R%C3%A5det+%28uddannelse+og+ungdom%29-da = supersededTerm-admn-sts
anst%C3%A6ndigt+arbejde-da = preferredTerm-admn-sts
belarusser-da = supersededTerm-admn-sts
beregning+af+risikopositioner-da = deprecatedTerm-admn-sts
besk%C3%A6ftigelsesegnethed-da = preferredTerm-admn-sts
erhvervede+erhvervsfordringer-da = preferredTerm-admn-sts
forh%C3%B8je+kapitalkrav-da = deprecatedTerm-admn-sts
forpligtelse+til+modparten-da = deprecatedTerm-admn-sts
forsikringsm%C3%A6ssig+hens%C3%A6ttelse-da = preferredTerm-admn-sts
forskning%2C+udvikling%2C+demonstration+og+udbredelse-da = preferredTerm-admn-sts
h%C3%B8jtfungerende+person+med+autisme-da = preferredTerm-admn-sts
handelsenhed-da = preferredTerm-admn-sts
ikke-udnyttet+engagement-da = deprecatedTerm-admn-sts
infektion+med+Burkholderia+mallei-da = preferredTerm-admn-sts
kundeservicering-da = deprecatedTerm-admn-sts
l%C3%A5n+med+sikkerhed+i+den+type+aktiv%2C+der+leases-da = preferredTerm-admn-sts
langsigtet+misligholdelsesfrekvens-da = preferredTerm-admn-sts
masseemission-da = preferredTerm-admn-sts
minimumsegenkapitalkrav+for+operationelle+risici-da = supersededTerm-admn-sts
offentlig+kontrakt-da = preferredTerm-admn-sts
oph%C3%A6velse+af+sikkerhedsstillelsen-da = deprecatedTerm-admn-sts
opholdskort-da = preferredTerm-admn-sts
provenue+fra+sikkerheden-da = preferredTerm-admn-sts
rated+v%C3%A6rdipapir-da = deprecatedTerm-admn-sts
till%C3%A6g-da = deprecatedTerm-admn-sts
tv%C3%A6rbunden+natriumcarboxymethylcellulose-da = preferredTerm-admn-sts
v%C3%A6rdi+af+mistet+forbrug-da = preferredTerm-admn-sts
vurdering+af+kapitalbehov-da = preferredTerm-admn-sts
%22single-name%22+kreditderivat-da = preferredTerm-admn-sts
Den+Europ%C3%A6iske+Kommission+for+Menneskerettigheder-da = supersededTerm-admn-sts
Den+Internationale+Maritime+Satellit-organisation-da = supersededTerm-admn-sts
Direktorat+4+-+Institutionelle+sp%C3%B8rgsm%C3%A5l%2C+budget%2C+personalevedt%C3%A6gt-da = supersededTerm-admn-sts
EF-traktaten-da = supersededTerm-admn-sts
EUFOR+Libyen-da = deprecatedTerm-admn-sts
Generaldirektorat+I+-+Klima%C3%A6ndringer%2C+Milj%C3%B8%2C+Sundhed%2C+Forbrugere%2C+F%C3%B8devarer%2C+Uddannelse%2C+Ungdom%2C+Kultur%2C+Audiovisuelle+Sp%C3%B8rgsm%C3%A5l+og+Sport-da = supersededTerm-admn-sts
Generaldirektoratet+for+Personale+og+Administration-da = supersededTerm-admn-sts
Komit%C3%A9en+for+%C3%98konomisk+Information+og+Markedsinformation-da = supersededTerm-admn-sts
Leader-da = supersededTerm-admn-sts
Underkommissionen+vedr%C3%B8rende+Forhindring+af+Diskrimination+og+Beskyttelse+af+Mindretal-da = supersededTerm-admn-sts
V%C3%A6rdipapircentralen-da = supersededTerm-admn-sts
annullere+securitisationspositionerne-da = deprecatedTerm-admn-sts
engagementer+med+sikkerhed+i+form+af+pant+i+fast+ejendom+til+beboelse-da = deprecatedTerm-admn-sts
